clean_review,sentiment
주말 웨이팅,"[['환영/호의', 0.5921729207038879], ['기대감', 0.8913378715515137], ['즐거움/신남', 0.8387271761894226], ['행복', 0.5626943707466125], ['기쁨', 0.6353340148925781]]"
너어어무 기대 생각 가성비,"[['환영/호의', 0.5096067190170288], ['기대감', 0.934276282787323], ['신기함/관심', 0.49528539180755615], ['즐거움/신남', 0.8241592645645142], ['기쁨', 0.5268921256065369]]"
인기 빵집,"[['환영/호의', 0.7887014150619507], ['감동/감탄', 0.6739243268966675], ['기대감', 0.8623250126838684], ['뿌듯함', 0.4648202955722809], ['신기함/관심', 0.7895322442054749], ['아껴주는', 0.4522618055343628], ['즐거움/신남', 0.8816849589347839], ['흐뭇함(귀여움/예쁨)', 0.4732315242290497], ['행복', 0.5814865231513977], ['기쁨', 0.7525413632392883], ['안심/신뢰', 0.4118799865245819]]"
대전 성심당 모해 가격 방문 의사,"[['기대감', 0.4490777850151062], ['없음', 0.921473503112793]]"
카페 음료 대전 성심당 필수 코스,"[['환영/호의', 0.40373682975769043], ['기대감', 0.6870653033256531], ['신기함/관심', 0.4695791006088257], ['없음', 0.9137532114982605], ['깨달음', 0.4086553156375885]]"
종류 다양 회전 냄새 비주얼,"[['감동/감탄', 0.7655223608016968], ['기대감', 0.6145503520965576], ['신기함/관심', 0.8417168855667114], ['즐거움/신남', 0.795758843421936], ['깨달음', 0.4079855978488922], ['놀람', 0.5012723803520203], ['기쁨', 0.5224025249481201]]"
성심당 대전 방문 쏘쏘,"[['환영/호의', 0.5178147554397583], ['기대감', 0.8542950749397278], ['신기함/관심', 0.42213594913482666], ['없음', 0.7498904466629028], ['즐거움/신남', 0.5778585076332092]]"
퀄리티 가성비 성심당 유명 이유,"[['환영/호의', 0.8139307498931885], ['감동/감탄', 0.8489298820495605], ['존경', 0.575311541557312], ['기대감', 0.7720565795898438], ['뿌듯함', 0.5681185126304626], ['신기함/관심', 0.5964406132698059], ['아껴주는', 0.4103013575077057], ['없음', 0.4995189905166626], ['즐거움/신남', 0.49674534797668457], ['깨달음', 0.40501779317855835], ['기쁨', 0.4923221468925476], ['안심/신뢰', 0.7651569843292236]]"
선물 튀소 부추,"[['환영/호의', 0.6774687170982361], ['기대감', 0.7773852348327637], ['신기함/관심', 0.42615970969200134], ['없음', 0.4463476538658142], ['즐거움/신남', 0.7919468879699707], ['행복', 0.5902146100997925], ['기쁨', 0.737784206867218]]"
유명 대전 빵집 사람 명성,"[['환영/호의', 0.5122235417366028], ['감동/감탄', 0.4216589629650116], ['기대감', 0.494023859500885], ['신기함/관심', 0.6743174195289612], ['없음', 0.7975669503211975], ['안심/신뢰', 0.4733487069606781]]"
평일 저녁 품절 아쉬움 소금,"[['불평/불만', 0.7195368409156799], ['안타까움/실망', 0.9532628059387207], ['당황/난처', 0.4947502911090851]]"
성심당 빙수 팥빙수,"[['환영/호의', 0.50477534532547], ['기대감', 0.6484149694442749], ['신기함/관심', 0.5392211675643921], ['없음', 0.7848913073539734], ['즐거움/신남', 0.7346400618553162], ['행복', 0.5067441463470459], ['기쁨', 0.5974813103675842]]"
오랜만 성심당 튀김소보로 튀소구마 취향,"[['환영/호의', 0.5629701018333435], ['기대감', 0.7404798269271851], ['신기함/관심', 0.6022284626960754], ['없음', 0.5913429856300354], ['즐거움/신남', 0.8398575186729431], ['행복', 0.43295562267303467], ['기쁨', 0.6659943461418152]]"
주차 가능 대전 유명 방문 사람,"[['환영/호의', 0.44317641854286194], ['기대감', 0.4596322178840637], ['신기함/관심', 0.437896728515625], ['없음', 0.8324229121208191], ['즐거움/신남', 0.40004295110702515], ['안심/신뢰', 0.5405194759368896]]"
회전 가격,"[['기대감', 0.6885433793067932], ['신기함/관심', 0.5347104668617249], ['없음', 0.7073572278022766]]"
부추 프레쉬,"[['환영/호의', 0.4048764407634735], ['감동/감탄', 0.4017646610736847], ['기대감', 0.4829578697681427], ['신기함/관심', 0.6246684789657593], ['없음', 0.6318764090538025], ['즐거움/신남', 0.855997622013092], ['흐뭇함(귀여움/예쁨)', 0.41902655363082886], ['행복', 0.6417771577835083], ['기쁨', 0.7079792022705078]]"
가격 대비,"[['불평/불만', 0.8565496802330017], ['안타까움/실망', 0.8821476697921753], ['당황/난처', 0.4498351514339447]]"
직원 친절,"[['환영/호의', 0.7317888140678406], ['감동/감탄', 0.7484844326972961], ['고마움', 0.8697001934051514], ['존경', 0.4135124683380127], ['기대감', 0.4427960515022278], ['뿌듯함', 0.47941336035728455], ['기쁨', 0.695900559425354], ['안심/신뢰', 0.9047282934188843]]"
성심당 모해 소금,"[['기대감', 0.5655739307403564], ['없음', 0.7023413777351379], ['당황/난처', 0.4038699269294739]]"
가격 대전 명물,"[['환영/호의', 0.5003427267074585], ['감동/감탄', 0.6160333752632141], ['기대감', 0.4926556944847107], ['뿌듯함', 0.4544649124145508], ['신기함/관심', 0.5621413588523865], ['없음', 0.673067033290863], ['즐거움/신남', 0.7012970447540283], ['행복', 0.4550032913684845], ['기쁨', 0.5741543769836426]]"
종류 다양 가격 주차 가능,"[['환영/호의', 0.5077012777328491], ['기대감', 0.7781428098678589], ['신기함/관심', 0.429633766412735], ['없음', 0.8038235902786255], ['안심/신뢰', 0.7088988423347473]]"
평일 사람,"[['신기함/관심', 0.5449039340019226], ['어이없음', 0.42259955406188965], ['없음', 0.8569518327713013]]"
성심당 추천,"[['환영/호의', 0.6685441136360168], ['기대감', 0.8422872424125671], ['신기함/관심', 0.537438154220581], ['없음', 0.8412919640541077], ['안심/신뢰', 0.6267592906951904]]"
튀김소보 고구마,"[['신기함/관심', 0.4092584550380707], ['없음', 0.8845474123954773], ['즐거움/신남', 0.5096916556358337]]"
대전 이유 성심당,"[['기대감', 0.437526136636734], ['없음', 0.8904959559440613]]"
실패 순수,"[['안타까움/실망', 0.6318164467811584], ['없음', 0.5103606581687927], ['힘듦/지침', 0.5271748304367065]]"
본점 종류 명란 바게트,"[['신기함/관심', 0.4088965952396393], ['없음', 0.9326306581497192]]"
타이밍 여유 구매 가능,"[['기대감', 0.7363951206207275], ['없음', 0.8946839570999146]]"
튀김 소보 메인 유명 빵집,"[['환영/호의', 0.6331288814544678], ['감동/감탄', 0.4885192811489105], ['기대감', 0.6035239100456238], ['신기함/관심', 0.5476405620574951], ['없음', 0.8134216070175171], ['안심/신뢰', 0.6137902140617371]]"
대전 명물 성심당 빙수,"[['우쭐댐/무시함', 0.4397018551826477], ['신기함/관심', 0.5364036560058594], ['없음', 0.7905039191246033], ['즐거움/신남', 0.7709294557571411], ['기쁨', 0.4272751808166504]]"
음식 성심당 성심당 감동 눈물 취향 눈물 트렌디 느낌 접목 고요 가격 프렌차이즈 빵집 정도 맛집 동네 사람 성심당 의미 서비스 직원 친절 분위기 사람 위생 상태 참고 주먹밥 피자 옛날 동네 피자 성심당,"[['환영/호의', 0.7029322385787964], ['감동/감탄', 0.9668096303939819], ['고마움', 0.7505465149879456], ['존경', 0.6225647330284119], ['기대감', 0.5272919535636902], ['뿌듯함', 0.501426637172699], ['즐거움/신남', 0.5061608552932739], ['행복', 0.5272790789604187], ['기쁨', 0.7369922399520874], ['안심/신뢰', 0.736937403678894]]"
튀소 정도 근처 개인 명란 바게트 자리 사람 정신 단점 종류 업데이트,"[['신기함/관심', 0.4783247709274292], ['없음', 0.9366206526756287], ['깨달음', 0.5422313213348389]]"
사람 분점 시식 튀김소보로 튀소구마 부추 박스 포장,"[['없음', 0.91056889295578]]"
성심당 모해 팥빙수 옛날 팥빙수,"[['환영/호의', 0.4390324652194977], ['기대감', 0.6674975156784058], ['신기함/관심', 0.5414706468582153], ['없음', 0.7302387952804565], ['즐거움/신남', 0.6260342001914978]]"
유명 만큼 종류,"[['신기함/관심', 0.5610750913619995], ['없음', 0.874703049659729], ['깨달음', 0.4110713601112366]]"
유명 장점 구경 시식 사람 와중 종업원 고생 가격 메리트,"[['불평/불만', 0.585879921913147], ['환영/호의', 0.5743358135223389], ['기대감', 0.7234826683998108], ['안타까움/실망', 0.7586697340011597], ['안심/신뢰', 0.5005348920822144]]"
대전 사람 성심당 성심당 은행동 빵집 가격,"[['신기함/관심', 0.4984564781188965], ['없음', 0.8887273669242859]]"
대전 대전역 본점 부추 튀김소보 개인 부추 명성,"[['없음', 0.920146644115448]]"
근처 생각 운동 가격 프랜차이즈 빵집 매장 사람,"[['환영/호의', 0.5534346103668213], ['기대감', 0.6398047208786011], ['신기함/관심', 0.5582106113433838], ['없음', 0.8379204273223877], ['안심/신뢰', 0.5673272609710693]]"
튀김 보루 유명 전국구 빵집 사람 종류 계속 출시 제품,"[['환영/호의', 0.41480040550231934], ['기대감', 0.785933256149292], ['신기함/관심', 0.518969714641571], ['없음', 0.8424249291419983]]"
튀김 소보루 부추빵 경우 개인 취향 낱개 구입 박스 구매 권장 성심당 튀김 소보루 유명 대전 튀김 소보루 개인 블루베리 크림 생각 입구 좌측 진열 곡물 호밀 통밀빵 풍미,"[['환영/호의', 0.4545592963695526], ['기대감', 0.5561820268630981], ['신기함/관심', 0.5174077153205872], ['없음', 0.8762927651405334], ['즐거움/신남', 0.4215133488178253]]"
유명 성심당 만큼 종료 다양 시그니쳐 메뉴 튀김소보로 소문 부추 건강,"[['환영/호의', 0.809298574924469], ['감동/감탄', 0.8634784817695618], ['기대감', 0.9306924343109131], ['신기함/관심', 0.8673073649406433], ['즐거움/신남', 0.5592233538627625], ['안심/신뢰', 0.5330677032470703]]"
보유 대전 명물 대표 메뉴 튀김소보루빵 추천 앙금 소보루 튀김 도넛 느낌,"[['환영/호의', 0.7171644568443298], ['감동/감탄', 0.4247695505619049], ['기대감', 0.8614688515663147], ['신기함/관심', 0.7295210361480713], ['없음', 0.669894814491272], ['즐거움/신남', 0.7741203308105469], ['기쁨', 0.4732848107814789]]"
주말 방문 계산 정도 실패,"[['불평/불만', 0.615652859210968], ['안타까움/실망', 0.8328630328178406], ['짜증', 0.4941157400608063], ['어이없음', 0.4127774238586426], ['당황/난처', 0.6379091739654541]]"
대전 순례 만족도 자체 퀄리티 부추 부산,"[['환영/호의', 0.7633486986160278], ['감동/감탄', 0.9506240487098694], ['존경', 0.5069964528083801], ['기대감', 0.7810300588607788], ['뿌듯함', 0.5923876166343689], ['신기함/관심', 0.5256155133247375], ['즐거움/신남', 0.7138352990150452], ['깨달음', 0.40304985642433167], ['행복', 0.40742021799087524], ['기쁨', 0.6748749017715454], ['안심/신뢰', 0.7359433174133301]]"
처음 사람 위치,"[['신기함/관심', 0.6465026140213013], ['어이없음', 0.6004443168640137], ['없음', 0.826547384262085], ['당황/난처', 0.40898755192756653], ['놀람', 0.45409953594207764]]"
가고 싶당,"[['기대감', 0.9261367917060852], ['신기함/관심', 0.49174895882606506]]"
대전에 가야 하는 이유가 되어버린,"[['안타까움/실망', 0.6254691481590271], ['깨달음', 0.7584407329559326]]"
줄이 길어도 너무 길어요,"[['불평/불만', 0.9696460962295532], ['화남/분노', 0.7341201901435852], ['안타까움/실망', 0.6431482434272766], ['짜증', 0.9529520273208618], ['어이없음', 0.47327038645744324], ['당황/난처', 0.6880661249160767]]"
본점은 꿈도 못꿨는대 여기라면 갓심당,"[['환영/호의', 0.7741095423698425], ['감동/감탄', 0.8444563150405884], ['기대감', 0.9497644305229187], ['신기함/관심', 0.8346550464630127], ['즐거움/신남', 0.7726408243179321], ['행복', 0.4039739668369293], ['기쁨', 0.6841750741004944], ['안심/신뢰', 0.5980982780456543]]"
딸기시루 막내 사먹었는데 비싸기만하고 파바케이크보다 맛없어요 줄이없어서 망정이였지,"[['불평/불만', 0.996661901473999], ['화남/분노', 0.869544506072998], ['안타까움/실망', 0.95565265417099], ['의심/불신', 0.5100221633911133], ['짜증', 0.9649335145950317], ['어이없음', 0.7988975644111633], ['당황/난처', 0.5940300226211548]]"
튀김소보루들이랑 크루와상 명란바게트 사갔는데 더 살걸 그랬어요 맛있고 얼려놨다가 에프돌려먹어도 변함이없어요,"[['환영/호의', 0.5393301844596863], ['감동/감탄', 0.9332801103591919], ['고마움', 0.8178867697715759], ['기대감', 0.42341914772987366], ['뿌듯함', 0.7204564809799194], ['편안/쾌적', 0.6096240878105164], ['즐거움/신남', 0.7269092798233032], ['깨달음', 0.4887150526046753], ['행복', 0.7478779554367065], ['기쁨', 0.9216819405555725], ['안심/신뢰', 0.8936998248100281]]"
딸기시루 라는 표현이 딱입니다 성심당 인기 비결은 착한 가격도 한몫하는것 같습니다,"[['환영/호의', 0.8471304774284363], ['감동/감탄', 0.9578434228897095], ['고마움', 0.6089855432510376], ['존경', 0.4171977639198303], ['기대감', 0.7537021636962891], ['뿌듯함', 0.6804399490356445], ['편안/쾌적', 0.4721388518810272], ['신기함/관심', 0.4616081416606903], ['아껴주는', 0.47598913311958313], ['즐거움/신남', 0.6985641121864319], ['행복', 0.7172417640686035], ['기쁨', 0.8530215620994568], ['안심/신뢰', 0.8572202920913696]]"
정성이 없는 공장같은 맛서울사람인데 진짜 노맛이에요웨이팅 없었는데 먹고나서 열받았어요부추빵은 선물 받아 먹었을때도 가서 먹었을때도 먹을때마다 상한 기분이에요순우유크림빵이랑 고로케 정도만 괜찮고 빵이 뻑뻑해요다른빵들 튀소 튀소구마 동그란빵 뭐 눈맞은 어쩌고 신상빵 다 별로 딸기시루는 진짜 먹는데 맛이 너무 없어서 기분나빠요 딸기는 달지않고 크림은 느글느글하네요 딱딱한 브라우니와 조화도 아주 별로입니다 성심당 정신이 좋다고 해서 이미지 좋은데 찾아갈 정도 맛집 아닌거 같아요 맛이 없어요 가성비도 모르겠어요,"[['불평/불만', 0.9957665205001831], ['화남/분노', 0.9304638504981995], ['안타까움/실망', 0.8942199945449829], ['의심/불신', 0.5089431405067444], ['짜증', 0.9716109037399292], ['어이없음', 0.7090889811515808], ['당황/난처', 0.5959956049919128]]"
명란바게트 작은메아리 초코튀소,"[['환영/호의', 0.48204728960990906], ['기대감', 0.5866915583610535], ['신기함/관심', 0.5425823926925659], ['없음', 0.8333280086517334], ['즐거움/신남', 0.7165434956550598], ['행복', 0.4733890891075134], ['기쁨', 0.5614736676216125]]"
가성비가 너무 좋아서 가성비만 좋겠지 싶었는데 하나하나 맛도 너무 맛있었습니다성심순크림빵 너무 촉촉하게 맛있었고 튀소는 많이 먹어봐서 딸기초코튀소 튀소구마 먹어봤는데 딸기튀소도 맛있었어요가운데 컵케이크 같은거는 케이크부띠끄에서 딸기시루 먹어보고싶은데 양이 너무 많아서 저걸로 샀어요 맛있었는데 딸기시루랑 비슷할지는 모르겠네요,"[['환영/호의', 0.5958269238471985], ['감동/감탄', 0.8109622597694397], ['기대감', 0.7149861454963684], ['안타까움/실망', 0.5408808588981628], ['뿌듯함', 0.45955386757850647], ['편안/쾌적', 0.4424940347671509], ['신기함/관심', 0.5470017790794373], ['즐거움/신남', 0.8877696990966797], ['행복', 0.6082739233970642], ['기쁨', 0.8774195313453674], ['안심/신뢰', 0.5657883286476135]]"
마싯음 야끼소바빵 튀소 떠먹는딸기 기억에 남게 맛잇엇음 명란바게트 먹물연유빵은 명성에 비해 그치만 왤케 인기가 많은지는 이해가 안된당금요일 저녁시간엔 웨이팅 없이 들어가서 먹엇지만 가게 내부는 미어터짐 따로먹으라고 준비된장소는 한적다음날 빵사서 가려고 토요일 점심시간에 가니깐 웨이팅이 가게를 둘러싸고 세줄 잇어서 포기햇다싸고 맛잇는건 인정이당,"[['불평/불만', 0.7784066200256348], ['환영/호의', 0.4084733724594116], ['감동/감탄', 0.5646655559539795], ['기대감', 0.5209289789199829], ['안타까움/실망', 0.9041480422019958], ['신기함/관심', 0.4515543282032013], ['어이없음', 0.4129232168197632], ['즐거움/신남', 0.5405536890029907], ['당황/난처', 0.688778817653656], ['기쁨', 0.4810921847820282]]"
맛도 있고 주차도 편하고 다 좋은데 주말이나 금요일 오후에는 절대 방문하지 마세요 웨이팅 줄이 어마무시 합니다 평일 오전 방문을 강력 추천 드립니다,"[['불평/불만', 0.5659282207489014], ['환영/호의', 0.4776384234428406], ['기대감', 0.8068395256996155], ['안타까움/실망', 0.7234278321266174], ['없음', 0.4815480709075928], ['깨달음', 0.44745856523513794], ['안심/신뢰', 0.6954023838043213]]"
평일 방문 강추 무조건 일찍 가셔야 됨,"[['환영/호의', 0.5034653544425964], ['기대감', 0.7669040560722351], ['신기함/관심', 0.4836776852607727], ['아껴주는', 0.43587690591812134], ['없음', 0.7909732460975647], ['안심/신뢰', 0.5670675039291382]]"
아무리 또심당 또심당이라 해도 맛있고 가격 착한데 마다할 이유가 없다,"[['환영/호의', 0.7984697818756104], ['감동/감탄', 0.6884682178497314], ['고마움', 0.464096337556839], ['기대감', 0.8895205855369568], ['뿌듯함', 0.7608463764190674], ['편안/쾌적', 0.6247043609619141], ['신기함/관심', 0.4385310709476471], ['아껴주는', 0.461978018283844], ['즐거움/신남', 0.8983266353607178], ['행복', 0.7446931600570679], ['기쁨', 0.8909518122673035], ['안심/신뢰', 0.8584221601486206]]"
오전에 갔는데 사람 정말 많았음 내부에선 줄을 안 서는데 사람이 넘 많아서 빵 보고 고르려면 줄을 설 수 밖에 없어짐 직원분은 줄 서지마시라 하는데 불가항력이었네요 계산대는 진짜 줄이 없긴 빵은 엄청 저렴하진 않았는데 같은 가격의 지역 빵에 맛이 좋더라고요 지역 보통 빵은 가격 보통 맛 없음 심당 빵은 가격 보통 맛 좋음 이정도 느낌,"[['불평/불만', 0.7349703311920166], ['안타까움/실망', 0.7911782264709473], ['어이없음', 0.532986044883728], ['깨달음', 0.5129034519195557], ['당황/난처', 0.8418691158294678], ['안심/신뢰', 0.44296425580978394]]"
성심당 유명한 이유가 있네요모든 빵을 먹어보진 않았지만 고른 것마다 다 맛잇었네요또 갈 의향 있습니다 추천,"[['환영/호의', 0.8611668944358826], ['감동/감탄', 0.9519040584564209], ['고마움', 0.5952870845794678], ['기대감', 0.8995397090911865], ['뿌듯함', 0.5800902843475342], ['편안/쾌적', 0.4556971490383148], ['신기함/관심', 0.7441807389259338], ['즐거움/신남', 0.7546481490135193], ['행복', 0.6504669189453125], ['기쁨', 0.8749830722808838], ['안심/신뢰', 0.8735691905021667]]"
진짜 넘 맜있넹계속 갈 마음 정도,"[['환영/호의', 0.745697021484375], ['감동/감탄', 0.9266425967216492], ['기대감', 0.8642396926879883], ['뿌듯함', 0.456469863653183], ['신기함/관심', 0.6564111113548279], ['즐거움/신남', 0.9478498697280884], ['행복', 0.7974869608879089], ['기쁨', 0.9285752773284912], ['안심/신뢰', 0.48142194747924805]]"
말이필요없죠 유명한이유가 있습니다 우리들주차장 주차하시고 본점 가기전에 횡단보도 건너서 케잌파는 부띠끄도 가보셔요 가격은 있어요 케잌은 좋음,"[['환영/호의', 0.897213339805603], ['감동/감탄', 0.9098698496818542], ['고마움', 0.5186789035797119], ['존경', 0.4541035294532776], ['기대감', 0.8852062821388245], ['뿌듯함', 0.7432749271392822], ['편안/쾌적', 0.4894849956035614], ['신기함/관심', 0.5445840954780579], ['아껴주는', 0.5690484046936035], ['즐거움/신남', 0.7927418351173401], ['행복', 0.6198362112045288], ['기쁨', 0.8145383596420288], ['안심/신뢰', 0.9022598266601562]]"
솔직히 가격 엄청착하고 완전맛있고거품이 아닌 정말 이름값 하는 곳,"[['환영/호의', 0.82280033826828], ['감동/감탄', 0.8847352266311646], ['고마움', 0.6440684795379639], ['기대감', 0.8528937101364136], ['뿌듯함', 0.5773069858551025], ['편안/쾌적', 0.44699087738990784], ['신기함/관심', 0.40855973958969116], ['즐거움/신남', 0.4499414563179016], ['기쁨', 0.7132702469825745], ['안심/신뢰', 0.9415268898010254]]"
주차가 무료가 안되네요,"[['불평/불만', 0.9604516625404358], ['안타까움/실망', 0.946642279624939], ['짜증', 0.8244473934173584], ['어이없음', 0.6702869534492493], ['당황/난처', 0.8826442956924438]]"
포장해서 먹었는데 식어도 맛있네요 부추빵은 비추 넘 심심하고 풋내나서 먹다버렸고 소보로랑 크루와상 맛나요 명란바게트도 짭짤하니 맛있네요사기전에 대기가 길었어요 고를때도 후다닥 이용방법 숙지하시고 가세요 미리 뭐살지 적어가세요 줄서서 들어가는거라 후다닥 골라야해요 놓치면 뒤로 가기 불가하니 신중하세요,"[['불평/불만', 0.7014902830123901], ['환영/호의', 0.5825284719467163], ['감동/감탄', 0.47879329323768616], ['고마움', 0.4786156117916107], ['기대감', 0.6939866542816162], ['안타까움/실망', 0.8005444407463074], ['뿌듯함', 0.5682954788208008], ['편안/쾌적', 0.6561543345451355], ['즐거움/신남', 0.5957489609718323], ['깨달음', 0.43492215871810913], ['당황/난처', 0.6102026104927063], ['행복', 0.40747374296188354], ['기쁨', 0.7325893640518188], ['안심/신뢰', 0.8200762271881104]]"
가성비 좋고 맛 좋고 재료가 신선하고 소화 잘되고가끔씩 가는데 집에서 왕복 거리지만 시간이 절대로 아깝지 않음간김에근처에서 생선국수 먹고 장태산 한바퀴 돌면 좋음,"[['환영/호의', 0.7073675990104675], ['감동/감탄', 0.7958559989929199], ['고마움', 0.5775476098060608], ['기대감', 0.8102213144302368], ['뿌듯함', 0.7172174453735352], ['편안/쾌적', 0.7497764229774475], ['즐거움/신남', 0.9393917918205261], ['행복', 0.8512563705444336], ['기쁨', 0.9564511179924011], ['안심/신뢰', 0.8263916969299316]]"
장점 직원 분들이 친절하심 가성비 빠른 회전율단점 인기가 많은 빵은 보기도 힘듦성심당 사랑해,"[['환영/호의', 0.848556637763977], ['감동/감탄', 0.9416866898536682], ['고마움', 0.9542830586433411], ['기대감', 0.577121913433075], ['뿌듯함', 0.6782918572425842], ['편안/쾌적', 0.5558944344520569], ['아껴주는', 0.47699978947639465], ['즐거움/신남', 0.7786904573440552], ['행복', 0.865325927734375], ['기쁨', 0.9579529166221619], ['안심/신뢰', 0.906322181224823]]"
너무너무너무 맛있어요들어가는데 오래 걸리는것도 아니고 줄도 안밀리게 할려고 계산 하는 곳도 많고빵도 가격 저렴하고 맛있어요 특히 명란바게트 미쳤어용,"[['환영/호의', 0.7251230478286743], ['감동/감탄', 0.9667413234710693], ['고마움', 0.8266459703445435], ['기대감', 0.5268619656562805], ['뿌듯함', 0.7030332088470459], ['편안/쾌적', 0.5157109498977661], ['즐거움/신남', 0.946540892124176], ['행복', 0.9159862995147705], ['기쁨', 0.9803807139396667], ['안심/신뢰', 0.7845618724822998]]"
정말 가성비 좋고 맛있는데 너무 유명해짐 성심당 정도 아닙니다,"[['불평/불만', 0.8056285381317139], ['환영/호의', 0.44737371802330017], ['감동/감탄', 0.4935547113418579], ['기대감', 0.49784034490585327], ['안타까움/실망', 0.9328798651695251], ['신기함/관심', 0.41886216402053833]]"
평일인데도 길게 늘어진 줄에 당황했으나 금방 들어갈 수 있었음 따로 줄이 없다고 계속 안내방송 해주셔서 원하는 빵을 담기위해 돌아다님 그치만 사람이 너무 많아서 치이는 건 어쩔 수 없는 듯 빵을 계속 굽고 계셔서 오전이 아니라도 갓 구운 빵을 먹을 수 있다는 장점이 있음 계산대도 많아서 빨리 계산하고 나올 수 있음 본점이지만 내부가 엄청 넓진 않으므로 미리 구매할 빵을 정해두고 가면 효율적일듯,"[['환영/호의', 0.5496023297309875], ['감동/감탄', 0.5557610392570496], ['고마움', 0.803123950958252], ['기대감', 0.5323382019996643], ['뿌듯함', 0.7634495496749878], ['편안/쾌적', 0.8379927277565002], ['즐거움/신남', 0.5373852849006653], ['깨달음', 0.4960252344608307], ['행복', 0.5765677690505981], ['기쁨', 0.8565279841423035], ['안심/신뢰', 0.9632137417793274]]"
주먹밥도 의외로 맛있어요김볶밥 눌은 부분맛 모아서 주먹밥 만든 느낌기름지지만 끼니때우기좋았음,"[['환영/호의', 0.555488109588623], ['감동/감탄', 0.8795738220214844], ['기대감', 0.6637404561042786], ['뿌듯함', 0.7044436931610107], ['편안/쾌적', 0.6737472414970398], ['신기함/관심', 0.5680191516876221], ['즐거움/신남', 0.8886227011680603], ['깨달음', 0.6461136937141418], ['행복', 0.7124883532524109], ['기쁨', 0.9047815799713135], ['안심/신뢰', 0.785995364189148]]"
잘 사고 감,"[['환영/호의', 0.619893491268158], ['감동/감탄', 0.5496941804885864], ['고마움', 0.8906089067459106], ['뿌듯함', 0.5457589626312256], ['편안/쾌적', 0.5548080205917358], ['즐거움/신남', 0.6753092408180237], ['행복', 0.7267603278160095], ['기쁨', 0.9101788401603699], ['안심/신뢰', 0.847751259803772]]"
원픽은 블루쇼콜라,"[['환영/호의', 0.6761804223060608], ['기대감', 0.8814996480941772], ['신기함/관심', 0.5128108263015747], ['없음', 0.7686337232589722], ['즐거움/신남', 0.6500012874603271]]"
좋은 마음으로 지속하는 곳은 계속 잘되면 좋겠습니다,"[['환영/호의', 0.8828378915786743], ['감동/감탄', 0.6119630336761475], ['고마움', 0.5260133743286133], ['존경', 0.4262121915817261], ['기대감', 0.9664705991744995], ['신기함/관심', 0.5250819325447083], ['아껴주는', 0.6979343295097351], ['기쁨', 0.42733076214790344], ['안심/신뢰', 0.828713059425354]]"
담에함가볼게요,"[['환영/호의', 0.7803577780723572], ['기대감', 0.9729852676391602], ['신기함/관심', 0.6545215845108032], ['즐거움/신남', 0.6966170072555542], ['기쁨', 0.502292275428772]]"
넘 좋아요,"[['환영/호의', 0.61428302526474], ['감동/감탄', 0.9334140419960022], ['고마움', 0.6530993580818176], ['뿌듯함', 0.45771604776382446], ['즐거움/신남', 0.9460414052009583], ['행복', 0.9127350449562073], ['기쁨', 0.9712850451469421], ['안심/신뢰', 0.42565250396728516]]"
직원들이 정말 프로페셔널한 것이 느껴진다,"[['환영/호의', 0.6600311398506165], ['감동/감탄', 0.9652692675590515], ['존경', 0.8315274119377136], ['기대감', 0.6975026726722717], ['신기함/관심', 0.7296212911605835], ['깨달음', 0.4790588617324829], ['놀람', 0.6173479557037354], ['안심/신뢰', 0.6689184308052063]]"
명불허전이지요,"[['환영/호의', 0.6261001825332642], ['감동/감탄', 0.8220866322517395], ['존경', 0.49900493025779724], ['기대감', 0.7175018191337585], ['우쭐댐/무시함', 0.4948747456073761], ['뿌듯함', 0.46773070096969604], ['신기함/관심', 0.559159517288208], ['즐거움/신남', 0.7362061142921448], ['기쁨', 0.505163848400116], ['안심/신뢰', 0.5039925575256348]]"
여기서 파는 것은 음식이라기보다는 굿즈에 가깝다 튀김소보로는 과하고 자극적이라 어린아이들이나 좋아할 음식이다 갓 튀긴 것은 맛있다고들 하는데 갓 구운 빵이 맛이 없으면 그건 그거대로 문제 아닌가 부추빵은 폭신한 우유빵이라 속재료랑 어울리지도 않는다 가성비가 좋다고들 대전이 아직 붕어빵 마리를 천 원에 파는 동네일,"[['불평/불만', 0.9571244120597839], ['화남/분노', 0.45201197266578674], ['안타까움/실망', 0.9070302248001099], ['의심/불신', 0.8671014308929443], ['한심함', 0.41090157628059387], ['짜증', 0.7112038731575012], ['어이없음', 0.7873212695121765], ['당황/난처', 0.5270817279815674]]"
먹을 수 있는 카페는 맞은편 골목약과파는 골목에,"[['기대감', 0.4406803548336029], ['없음', 0.9404464960098267]]"
말이필요없는 맛 담백하고 고소한 생크림 촉촉한 빵 튀소말고도 맛있는빵이 너무많아요,"[['환영/호의', 0.6007470488548279], ['감동/감탄', 0.935484766960144], ['고마움', 0.426302969455719], ['기대감', 0.6020817160606384], ['뿌듯함', 0.6434792876243591], ['편안/쾌적', 0.43030211329460144], ['즐거움/신남', 0.9805518388748169], ['행복', 0.9191381335258484], ['기쁨', 0.9733760952949524], ['안심/신뢰', 0.45438069105148315]]"
