date,score,review
2024.06.17.,5.0,말해뭐해 👍
2024.06.17.,1.0,"빵맛은 최고인지 몰라도 최악의서비스입니다. 대기자가 많아도 처응 입장할 인원을 제한을 어느정도 둬야지, 빵을 사러간거지 사람에 치여서 빵도 못집을 정도로 입장시키는건 아니지 않나요?매장안에 어느정도 붐비는지 비슷한정도를 퍼왔는데 빵담은 쟁판 안엎어진게 다행입니다"
2024.06.17.,5.0,"리뷰처럼 빵 잔뜩 담았는데 진짜 2만원 초반대 나와서 소름 돋았어요 ㅎㅎ다른 빵집 같으면 이만큼에 4만원 가까이 깨질텐데 가성비 좋고 재료도 건강해보이고 맛도 👍워낙 유명한 빵이 많지만 파이류도 추천합니다후렌치파이 샀는데 눈에 보이는 그대로 파이결이 속까지 하나하나 다 살아있어요월욜 점심 즈음 15분 웨이팅, 부띠끄는 5분 정도 웨이팅 했습니다"
2024.06.17.,5.0,
2024.06.16.,4.0,
2024.06.16.,5.0,주말 11시50분부터 웨이팅하기 시작해서 빵 다 계산하고 나왔더니 12시30분쯤 되더라구요집 와서 먹었는데 넘 맛있어요!역시 유명한 이유가 있습니다🥹다음엔 반드시 명란바게트와 주먹밥을 사러 갈거에요ㅜㅜ직원분들이 힘드셔서 그런지 조금 무서웠어요
2024.06.16.,5.0,
2024.06.15.,5.0,"맛도 있고 무엇보다 가성비가 매우 좋은 곳, 대전의 명소"
2024.06.15.,3.0,빵엄청담으면 2만원??  엄청담으니 7~8만원이구만요. 18개정도? ㅋㅋ
2024.06.15.,2.0,줄서서 기다리다 ^ 에이^  하고 왔습니다
2024.06.15.,5.0,
2024.06.14.,5.0,
2024.06.14.,5.0,"내 기준 최고의 빵집. 빵 값이 하도 올라 어지간한 집 가서 몇개 담으면 2,3만원 후짝 넘는데 아 좀 많이 샀나 했는데 25000원... 사람에 휩쓸려나가고 휩쓸려 나오며 유명하다는 빵은 몇 못 담았는데 담백하고 적당히 달고 기름지지 않고 본연의 맛이 느껴진다. MBTI I는 좀 기빨릴수 있으나 고생은 잠깐 빵 먹으며 행복은 하루종일 간다."
2024.06.13.,5.0,서울이나 수도권에도 제발 체인점 내주세요ㅠ
2024.06.12.,5.0,사진으로만 봐도 퀄리티가..ㄷㄷ
2024.06.11.,5.0,출입구 휠체어 이동이 어려웠지만 직원분들 모두 따뜻하게 배려해주신 덕분에 함께 하신 지인분의 출입이 힘들지않아 무척 감사했습니다.빵이야 소문 그대로 맛있었구요^^다시한번 감사드립니다.
2024.06.11.,5.0,
2024.06.11.,5.0,출장갔다가 들려서 샀는데 빵이 다양해서 좋았고맛이며 모양까지 너무 이뻐요! !
2024.06.11.,5.0,
2024.06.11.,5.0,
2024.06.10.,4.0,
2024.06.09.,5.0,줄 길어도 금방 들어가네요 빵 엄청 담았는데도 2만원.. 또 가고싶다
2024.06.09.,5.0,빵종류 많고 맛있어요가끔 가고 있어요
2024.06.09.,5.0,맛있는데 줄서서 먹고싶을 정도는 아님 대전 간감에 들린곳
2024.06.09.,5.0,
2024.06.09.,5.0,
2024.06.08.,5.0,
2024.06.07.,1.0,자리때문인지아니면기다리다지쳤는지아주머니가욕설을하더라구요닿길래놀랫다했더니왜놀라냐고욕설을해서나왔는데그사람이이상한건지자리가없으면나가서기다리게하던가해야지6월7일오후두시경입니다먹고있는데빨리나가라는듯쳐다보고욕설까지한다면그곳을또가고싶겠어요녹음이라도해서신고라도해야했나싶네요솔찍히돌아나오면서신고하고싶었어요이글을읽는다면그아주머니사과해야합니다직원들도마찬가지예요욕하고소란스러우면신고를하던가와서제지정도는해야지빙수만파느라매출만생각하는건좀아닌듯합니다
2024.06.07.,1.0,유치원 시절 아버지를 따라 극장에서 '리쎌웨폰2'를 보고 성심당에 들러서 빵을 먹던 때부터 최애 빵집이었다. 전국의 어느 유명 케익보다도 부드럽고 맛있었다.외국에서 생활할 때 가장 그리웠던 것도 어머니 찌개가 아니라 성심당 케익이었다.하지만 최근 몇 년 성심당의 판매방식과 빵의 품질이 수직추락했다.배달주문을 할 때 비싸고 큰 케익은 주문이 잘 되지 않는다. 그래서 가격대비 크기가 작은 케익과 배송비를 맞추기 위한 빵들을 함께 주문해야 한다.케익의 크림은 입이 아릴 정도로 달아졌고.. 빵 안에 정체불명의 젤리는 신제품이나 제품개선이 아니라 품질저하라고 본다.
2024.06.07.,4.0,이곳에서 빵을 사는건 힘이듭니다.빵맛은 좋았어요
2024.06.07.,4.0,
2024.06.07.,5.0,빵 맛있다더 뭐가 필요한가
2024.06.07.,5.0,고구마튀소모카빵아몬드 올라간 퀸아망👍👍인기메뉴보다 본인이 좋아하는 빵 드세요~ 맛나요!
2024.06.07.,4.0,재료를 아낌없이 많이 넣어서 좋다.
2024.06.07.,5.0,
2024.06.06.,5.0,대전에 일이 있어 들렀다가 다행히 볼일본 곳과 가까워 찾아 갔습니다.처음에 문화원으로 잘못 찾아갔다는...^^문화원과 멀지않은 곳에 가까이 있었습니다.해가 떨어질 때쯤되어서 그런지 다행히 줄은 서지 않고 들어 갔네요.내부가 그리 크지 않습니다만 빵은 정말 많이 있어요.그리고 카운터가 6대인가 7대인가 있어서 계산도 빠릅니다.소튀가 맛있는데 개인저으로 부추빵도 맛있더군요. 나이를 점점 먹어가다보니..가격도 2천원부터 2천몆백원정도며 다른 빵들도 좋은 가격이었습니다.오래전부터 알고 있던 곳이긴 하지만 이렇게 지역에서 사회기여도 많이 하시고 다른곳에 비해 가격도 착하고 아무튼 대전에 들릴 일이 생기면 또 찾아 올 겁니다.
2024.06.06.,5.0,
2024.06.05.,5.0,
2024.06.05.,5.0,보통은 명성에 비해 별루일때가 많은데 여긴 싸고 맛있고 그냥 행복합니다
2024.06.04.,5.0,명란바게트를 더 사왔어야했는데
2024.06.04.,5.0,
2024.06.03.,5.0,와 기대 안했는데 𝒥𝑜𝓃𝓃𝒶 맛있어요튀소 먹으러 또 갈거임 🙏🏻🫧🥛
2024.06.03.,3.0,빵 맛있고 가성비 좋고 다 좋은데 내부 동선 정리는 꼭 필요할 것 같습니다. 계산줄이랑 빵 집으려는 사람 뒤엉켜서 어디가 어딘지도 모르고 사람이 많아서 움직일 수도 없어요.안에 사람은 안빠지는데 계속 사람 욱여넣는 건 좀 그렇지 않나요... 직원분 말로는 방향 없이 그냥 빵 담으면 된다는데 그게 오히려 역효과 입니다... 그냥 빵쪽은 정글을 방불케해요... 빵 먹고싶은데 또 들어가서 한바탕 기싸움 해야할 거 생각하니까 피곤해서 가고싶은 마음이 사라져요.
2024.06.03.,5.0,최고
2024.06.01.,5.0,나의사랑 너의사랑 우리대전 성심당😍😘🥰
2024.06.01.,5.0,빵을좋아하는사람입니다 직원도친절하고 모든빵이 다 맛있더군요굿
2024.05.31.,5.0,이렇게 정신없는 빵집은 처음 봐요 사람들이 빵을 안 떨어트리는게 신기할 정도..롯백이 나아요 본점은 비추
2024.05.31.,5.0,
2024.05.30.,5.0,계산줄이 어딘지..정신없긴해도 성심당은 늘 만족하는 곳. 근처 성심당 건물들 세 곳 다 들러줘야 인지상정.
2024.05.30.,5.0,감사합니다. 출장 때문에 들렀는데 가성비 좋네요.
2024.05.30.,5.0,
2024.05.29.,5.0,왜 성심당이라는지 알겠어요 평일기준 웨이팅+빵사는 시간 합쳐서 30분 남짓 걸렸어요 웨이팅 적지 않았고 매장안 사람이 많았지만 계산대도 5곳은 넘었던것 같아요 고르기만 하면 계산은 일사천리라 대단하다 생각까지 들었습니다빵도 동네빵집 아니고 특별까진 아니지만 특색있구요 빵 다 맛이 있고 가성비까지 합쳐지니 못빠져 나오겠네요
2024.05.28.,5.0,"워낙 유명하다보니 직원분들도, 주차도 모두 체계화되어 편리합니다. 빵종류가 워낙 다양해 원하는 빵 없더라도 다른 빵 도전해보셔도 좋을듯 합니다."
2024.05.28.,5.0,좋아요 ''''''
2024.05.27.,5.0,
2024.05.27.,5.0,역시 성심당. 시내에 있어서 빵사고 대전 시내 구경하기도 좋아요
2024.05.27.,5.0,
2024.05.27.,5.0,다 좋은데 사람이 정말정말 많아요원하던 빵 종류도 몇 개 찾아보기 힘들어서 아쉬웠습니다
2024.05.26.,5.0,
2024.05.26.,5.0,여기 다녀온 이후로 다른 빵집을 못감
2024.05.25.,5.0,여유로운 오픈런을 기대하며 토요일 아침 7시 반 방문했지만.. 외부 대기줄은 없었지만 내부는 이미 북적하다. 명란바게뜨는 나올때까지 줄서있다가 삼. 몇해전 방문했을땐 이정도까진 아니었는데..
2024.05.24.,5.0,"할말이 더있을까..ㅋㅋ 그저 울집앞에도 점포 내줬으면,,"
2024.05.23.,5.0,몇 년 전만해도 이렇게까지 사람이 많지 않았는데 평일에도 사람이 많아서 웨이팅 있어요.빵 맛은 말 안 해도 뭐 다들 아실거라~~
2024.05.23.,5.0,
2024.05.22.,5.0,
2024.05.21.,5.0,
2024.05.21.,5.0,사실 몇년전만해도튀소는 정체성이 없는 빵이였다애매하니..그치만 이제는 튀소 뿐만아니라 모든 빵들이평균 수준을 아득히 넘어 어지간한집 시그니처 빵 만큼 훌륭해졌다!이젠 빵 양산 공장형 빵집중에선 자웅을 다툴곳이 없다왜냐 가격까지 훌륭!
2024.05.20.,5.0,goat
2024.05.20.,5.0,"좀 복잡하긴 하지만 가격이 낮아 부담이 없고, 재료를 믿을 수 있는 곳~^"
2024.05.20.,4.0,
2024.05.20.,5.0,
2024.05.19.,5.0,
2024.05.19.,5.0,
2024.05.19.,5.0,망고케익사러 울산에서 찾아왔어요~ 8시부터 갔는데도 줄이~~~~~그래도 케익도 사고 빵도 많이 샀어요.딸기시루 사러 겨울에 또 여행갈께요.
2024.05.19.,5.0,
2024.05.19.,4.0,안에 사람이 너무너무 많았음 인원 수 조절해야될듯 빵은 말모
2024.05.18.,5.0,
2024.05.18.,3.0,성심당 가려고 대전까지 갈만한 빵맛은 아닌거같아요솔직히 동네에 더 맛있는 빵집 많아요가격이 저렴하긴한데 빵이 막 특출나게 맛있다? 이건 아닌거같은데 .. 사람이 왜이렇게 많은지 이해가안가네오
2024.05.18.,5.0,역시 성심당
2024.05.18.,5.0,주차가능 소보로 테라스가있는 떡케이크 잠봉뵈르 식빵
2024.05.17.,5.0,설명이 필요없는 천하제일 빵집. 좋은 재료로 맛있게 만들고 가격도 싸다. 오너의 철학이 확실한 집. 교황 내한시 빵을 제공한 집. 대전여행시 1순위 방문지.
2024.05.16.,1.0,공휴일에 방문했습니다. 빵은 말할 것도 없이 너무 맛있습니다. 근데 사람이 너무너무너무 많고 안전지침이 없어요. 누구 하나 넘어지면 압사사고 날까봐 무섭습니다. 앞으로는 다른 지점 가려고요. 자유방향으로 직원 손님 할 것 없이 움직이니까 동선 다 엉키고 그야말로 무질서 그 자체입니다. 계산대 줄도 한 줄 서기가 아닌게 이해가 안됐어요. 안전에 관해서는 손 놓고 있는 것으로 보였어요. 다른 지점도 웨이팅이 있기는 하지만 이 정도 까지는 아니었습니다. 성심당은 안전에 더 신경써주시고 지침도 만들어주세요! 빵 고르는 것도 일방향으로 한 줄로 움직일 수 있게 동선을 짜야겠습니다.
2024.05.16.,5.0,
2024.05.15.,5.0,성심당왜이렇게 사람이 많아졌나요...분명 작년까지만 해도 사람이 이정도로 많지는 않았는데케익부띠끄랑 더불어 대기줄이 아주 난리입니다....내부는 더 난리임... 꽉 차서 움직일수가 없음팁 드리자면 내부에 줄같이 서있는 것 같지만 아무 줄도 아니니슈슈슉 사이사이로 잘 통과하셔서 원하는 빵 픽업하시고계산대 하나 골라서 뒤에 대기하시면 됩니다그럼에도 빵 퀄리티는?정말 단연 최고입니다.다음에 또 와야지
2024.05.15.,2.0,
2024.05.15.,1.0,인도 지하철을 방불케하는 인원수밖에서는 새치기하는 사람 천지이고안에서는 서로서로 밀치고 난리남(안에는 줄이 없음)직원들 그러든지 말든지 빵놓겠다고 트레이 다 밀치고 지나감이렇게해서까지 먹어야하나 하는 현타가 옴누가 사다주면 먹겠지만 다시 직접 올 일은 영~원히 없을듯
2024.05.15.,5.0,성심당 튀소는 촤고예요.. 전 롤케잌도 좋아하는데 서구에도 하나 생기면 좋겠어요 ㅎㅎ 그만큼 애정합니다
2024.05.15.,4.0,확실히 맛있는데 사람이 너무 많아요
2024.05.14.,5.0,
2024.05.13.,5.0,
2024.05.13.,5.0,빵이 맛있다아🥖 줄이 진짜 길다아...내부가 매우 혼잡하다아... 혼돈 그자체...결제는 줄이 따로 없다 재빠르게 가서 하자아...저렴하다아... 빵이 맛있다아...🤍🥖🤍
2024.05.13.,4.0,"좀 늦게가서 주차는 편하게 했는데.....,"
2024.05.13.,5.0,가성비도 좋고 맛도 훌륭합니다. 대전 갈때마다 살 것 같아요
2024.05.13.,5.0,
2024.05.12.,5.0,
2024.05.12.,5.0,망고시루 너무 맛있어요 또 가야될 것 같음
2024.05.12.,5.0,본점에서는 망고시루 안 팔고 케잌부띠끄에서만 판대요! 꼭 확인 후 웨이팅 하세요 ㅜ 1시간 넘게 웨이팅했는데 전 넘 맛있게 잘 먹었습니다 👍
2024.05.11.,5.0,대전 토박이입니다.성심당 top5튀소 딱 반절 야채고로케 파이만쥬 해바라기피자빵 순수롤(케익부띠끄 케이크 아무거나)
2024.05.11.,5.0,
2024.05.10.,5.0,맛도있고 정신놓은 가격의 빵집을 몇번 다니다보니가격이 혜자선생님입니다.거 마누라가 케잌사오라고 해서 왔는데왕복 5시간이 아까워서 빵을 11만원어치 샀더니먹다 지쳐 살만 ○○○ 쪘습니다 냉동실이 성심당이네요
2024.05.10.,3.0,"빵은 다른곳 보다 훨씬 고퀄이어서 좋았는데인기있는 상점인데, 사람들은 많고, 공간은 좁아서 빵을 제대로 고르지 못 한다는점이 아쉽네요.2층까지라도 확장을 했음 하는 바램이네요"
2024.05.10.,4.0,
2024.05.10.,5.0,나의 인생빵 소구마...
2024.05.09.,5.0,명성대로 싸고 맛있고 직원분들도 친절하십니다ㅎㅎ평일 오전에 가니까 웨이팅 없어서 좋았습니다! 진짜 가성비 갑..!캐리어 둘 곳 없어서 망설였는데 앞에 보관하게 해주셔서 덕분에 편하게 쇼핑 했습니당 !! 이틀 연속으로 방문해서 털어먹었어요🫰🏻
2024.05.09.,5.0,빵 맛있어요
2024.05.09.,5.0,대전의 도시 성심당
2024.05.07.,5.0,
2024.05.07.,5.0,말뭐
2024.05.06.,5.0,말이 필요없는 전국구 빵집ㅎㅎㅎ빵 종류도 다양하고 맛있고 가격도 합리적입니다대전 사는 분들 부럽습니다
2024.05.06.,5.0,명불허전
2024.05.05.,5.0,
2024.05.05.,5.0,
2024.05.05.,3.0,"지역 명물로 자리 잡았야지.여러 도시에 분점을 내면 그게 프렌차이즈와 무엇이 다른가!각 도시마다 그 지역서 수십년 동안 해당 도시에 시민들에게 좋은 재료로 만든 식품을 제공하는게초심을 잃치 않은자에 원심이 아니겠냐!분점을 내면 사람 보다 돈을 쫒기에 원 주인에 마음과 다르게 될것이라고,보인다는 해당 음식을 먹고 싶으면 해당 도시에 출장갈때 사오던지 아님,택배로 주문해라!그것이 손님에 예의다."
2024.05.05.,5.0,
2024.05.04.,4.0,서울에서 대전으로 처음 놀러 가보는거고 또 성심당도 태어나서 처음 가봤습니다. 튀소세트랑 반반세트 사자해서 튀소세트 상자에 담겨져 있는 걸로 사려고 했는데 상자에 튀김소보로 담으시는 여자 직원 분 바쁘고 정신 없는거 저도 이해 합니다. 근데 좀 친절하게 알려 주시면 안되는 건가요??? 저한테 퉁명스럽게 말씀 하셔서 서운 했습니다... 그래도 빵은 맛있어서 다음에도 재방문 할 예정 입니다.
2024.05.04.,4.0,"줄이기네요,저번에딸기시루먹었는데너무맜있엇네용과일시루도먹어보고하면좋겠네요"
2024.05.04.,4.0,"성심당은 성심당이지빵도 달지않고, 진짜 맛있어요"
2024.05.04.,5.0,막 엄청 뛰어나고 이 미친맛 씟 자다가도 눈뜨자마자 생각 이거까지는 아니고 트레이에 이만큼 담았는데 이가격이라고??? 근데 맛도 나쁘지 않네?? 입니다 근데 간헐적으로 자꾸 생각나는 집임 ㅜ 튀소 시리즈는 맛별로 사보세요 추천
2024.05.03.,4.0,전 사실 엄청나게 맛있어서 또 먹고 싶을 정도에 맛은 아니라고 보는데 왜 인기가 많은건지 모르겠습니다ㅋ 근데 이정도도 안되는 빵집이 너무 많아서 여긴 별 네개!
2024.05.03.,4.0,소문마따나 맛있는데 늦게갔더니 빵 종류도 적고 식어서 아쉬웠어요 ㅠ
2024.05.03.,5.0,
2024.05.02.,5.0,말이 필요없네요. 기다림이 힘들지만 빵맛을 보면 가치가 있어요. 강추해요
2024.05.02.,5.0,
2024.05.02.,5.0,
2024.05.01.,5.0,
2024.05.01.,5.0,
2024.05.01.,5.0,
2024.05.01.,5.0,"이게 무슨 맛인지 의아한 메뉴도 있었으나... 독특한 메뉴도 많았고 대부분 가격 대비 괜찮았던 것 같습니다. 튀소를 비롯해 빵들이 대체적으로 다양하게 단 편입니다.(팥, 설탕, 캐러멜 등...)내부가 너무 복잡해서 정신없지만 한 번쯤은 들러볼 만해요. 줄서기 무서워 케잌부띠끄는 못들렀는데 가보고 싶네용."
2024.05.01.,5.0,
2024.04.30.,5.0,
2024.04.30.,5.0,
2024.04.30.,5.0,사람 엄청 많음. 예약 후 픽업하시길
2024.04.30.,4.0,가성비 좋은 빵집.타이밍 좋게 가서 웨이팅없이 후딱 사고 올 수 있었어요. 작년에 갔었는데 하필 누수였어서 더 정신없었네요. 빵 자체의 맛은 솔직히 엄청 평범했구요. 빵들이 저렴해서 유명하다고 느꼈어요. 가까이에 있는 사람들은 무조건 여기 먹는게 맞는데 멀리서 와서 먹을정돈 아니에요 ㅎㅎ
2024.04.29.,5.0,
2024.04.29.,5.0,사람 많고 줄 서야함. 빵은 맛있음
2024.04.29.,5.0,
2024.04.29.,5.0,대전 놀러갔을 때 꼭 가야하는 장소 중 하나… 빵 별로 안 좋아하는 저도 맛있게 먹었습니다 딱 하나 단점이라면 사람이 너무 많아 질서가 부족해서 불편한 거 빼고 다 좋아요
2024.04.28.,3.0,
2024.04.28.,5.0,늘 가면서 느끼는거지만 가격적당하고 맛있고 신선하고 좋아요. 더욱더 번창하길바랍니다.
2024.04.28.,5.0,먹은지 두달되어가는데 잊을수없음..부모님도 뭔빵사러 대전가냐하시더니 먹고서는 괜찮다하시네요 존맛..
2024.04.27.,5.0,
2024.04.27.,5.0,빵도 맛나고. 가성비고 좋고. 사람도 많은곳.좋네요.
2024.04.27.,5.0,딸기케익 사먹음 빵맛은 좋은데 딸기맛은 꽝임다른빵 색다른 맛이긴 하나 구지 두번가기엔 가격도 만만치않고..
2024.04.26.,5.0,
2024.04.25.,5.0,왜 유명한지 알겠습니다. 같이간 지인도 제품 퀄리티에 전반적으로 만족했습니다. 청결도 좋습니다.
2024.04.24.,5.0,
2024.04.23.,5.0,
2024.04.23.,5.0,대한민국 원탑 베이커리답네요 특히 샌드위치가 전 정말 맛있었어요!! 저렴한 가격에 좋은 빵을 먹을수 있어서 일부러 대전들렸다 갑니다👍
2024.04.23.,5.0,
2024.04.22.,5.0,너무핫해서....슬픔딸기시루못샀쯤....ㅠㅠㅠ
2024.04.22.,5.0,성심당의 명물 대전
2024.04.21.,5.0,
2024.04.20.,5.0,튀김소보로 12개가 2만원이라니 가성비갑!!! 게다가 맛도 좋아 그럴 일은 없겠지만 서울도 생겼으면 좋겠어요 모든 서울 베이커리 반성해..
2024.04.20.,5.0,"추천메뉴 : 케익부띠끄 순수롤케익, 본점 사라다빵, 크림치즈베이글(정확한 메뉴명 아닐 수 있음)크게 달지 않아서 어르신들도 만족하는 성심당 빵(엄마피셜) 무엇보다 이 퀄리티에가성비가 너무너무 좋아서 대전주민이 아닌 것이 늘 피눈물 고이게 하는 맛과 가격입니당"
2024.04.20.,5.0,나도 드디어 성심당 가봤다!!!! 내부가 장관이네...빵을 썩 좋아하지 않지만 가격도 착한데정말 맛있게 먹었다.난 부추빵 최고였음.
2024.04.20.,5.0,갓심당
2024.04.19.,5.0,성심당은 본점과 부띠끄를 가야된다는걸 배웠습니다. 빵 맛있네요.사람은 늘많고
2024.04.19.,5.0,
2024.04.19.,5.0,
2024.04.18.,5.0,대전사람이지만 성심당빵 너무 좋아요. 아들하고 자주 방문합니다.
2024.04.17.,5.0,근본
2024.04.16.,5.0,
2024.04.16.,4.0,"대전 그 잡채 성심당. 요번에는 생크림튀소 먹어봤는데 맛있었어요. 적당히 애매한 저녁시간에 가니까 빵도 많고, 줄도 거의 없어서 나이스했습니다."
2024.04.15.,3.0,"다들 집단 최면에라도 걸린 것일까. 하도 성심당성심당 하길래 대전에 사는 친척 보러온 김에 들렀다. 현지인 말로는 굳이 갈만한 곳은 아니라고 했지만 그래도 언제 또 올 수 있을지 몰라 들렀다. 명성대로 엄청난 줄과 매장 안 인파에 기겁했다. 브레드 종류가 다양했지만 차마 다 보거나, 한번 지나친 브레드를 다시 가지러 가기란 불가능했다. 거대한 인파로 몸을 돌리기가 어려웠고 머리 위로 쟁반을 이고 다녀야할 정도였기에.. 그만큼 가치가 있어야만 했음을 직감했고 무조건 맛있기로 정한 브레드를 한아름 안은채 서울로 돌아와 가족과 먹는데.. 그냥 근처 뚜레주르 다녀오는게 나을듯. 분명 맛이 없는 것은 아니나 그저 먹을만한 정도. 여러가지 종류별로 맛보려고 무려 8만원어치를 사왔는데 먼 곳에, 그 많은 인파와 불편함을 뚫고까지 갈 정도의 맛있는 메뉴는 우리 가족에겐 어째 단 하나도 없었다. 근처 부띠끄도 마찬가지. 브레드나 케이크나 집 근처 빵집가면 먹을 수 있는 쥰니 평범한 맛인데 마케팅의 힘이 얼마나 위대한지 알게된 사례였다.."
2024.04.14.,5.0,여기는 그냥 맛있음 기다린 시간이 아깝지 않음빵을 한가득 담아도 서울의 반값느낌.맛도 최고
2024.04.14.,5.0,우우에에에에에에오오오오오오오오오오옹 웨에에에에에에에오오오오오오오오오옹!!!!!!! 성심당은 대전 최고의 빵집임 성심당급 다른 지역 빵집에서 후두려 쳐맞고 성심당이 왜 갓심당인지 깨닫게 됨 원래 성심당 빵을 그리 좋아하지 않았는데 그게 얼마나 멍청한 생각인지 알게 됨ㅋㅎ 이 가격에 이 퀄리티? 이 맛? 불가능함 성심당은 자선사업가다 미천한 내 입맛을 고오급으로 길들인 악독한 테러리스트다 성심당을 욕했던 과거를 원망한다.........
2024.04.13.,5.0,대전의 명물다른 미사여구 필요없음존재 자체로 갓
2024.04.13.,5.0,성심광역시🥖🥐🥨서울에서 10만원어치 빵이 여기선 5만원도 안 하는듯
2024.04.12.,5.0,
2024.04.12.,5.0,오전에 가니까 사람이 없어서 좋아요
2024.04.12.,5.0,맛있음 평일 오전 기준 웨이팅 1도없고 괜찮 오후에 사람 좀 많을때 가도 계산대가 6~8대나 있어서 줄이 은근 빨리 빠져요ㅎ 빵들 퀄리티랑 크기에 비해서 가격은 ㄹㅇ괜찮다고 생각했음 빵들이 전체적으루 큼직큼직함.. 튀소구마랑 오징어먹물?빵이 맛있어오
2024.04.11.,5.0,가성비 좋고 맛있어요주방이 오픈되어있어서 외부에서도 볼 수 있게 해놓은만큼 위생관리가 철저하다고 느껴지네요.줄이 긴데 생각보다 빨리 줄어듭니다.그리고 수요관리를 잘 하시는지 품절돼서 헛걸음하고 그런일이 없어서 아주 좋아요!
2024.04.09.,5.0,
2024.04.09.,4.0,장점 : 회전 빠름단점 : 소문보단 가격이 싸진 않음. 전체적으로 너무너무 극하게 달아서 혈당 터질듯.5만원어치 샀는데 먹을만한건 단팥크림튀김소보로
2024.04.08.,5.0,대구사람인데 성심당 중독자 입니다순수롤케익 배송이안되서 대구에서 자가용끌고가서사먹을 정도로 맛이있어요ㅠㅠ대구에도 성심당같은 빵집이 있었으면ㅠㅠ
2024.04.08.,4.0,줄이 길어서 겁먹었는데 생각보다 빨리 빠집니다. 맛은 솔직히 몇시간이고 기다려서 먹을 정도는 아니고 주변에서 흔히 맛 볼 수 있는 정도라 생각됩니다. 대신 가성비가 좋습니다. 소금빵이 1500원이에요.
2024.04.08.,5.0,연휴엔 2시간 줄설 각오 하시고 가세요
2024.04.08.,5.0,
2024.04.07.,4.0,
2024.04.06.,5.0,
2024.04.04.,5.0,엄청엄청 맛있어서 이건 꼭 안 먹으면 죽음뿐 같은 빵은 없지만 무엇을 골라도 평균이상의 맛과 낮은 가격에 쉽게 행복을 취할 수 있음.갠적으로는 김치주먹밥고로케가 정말 맛있었음부추빵이나 튀긴소보로는 본점보다 대전역 점에서 사는게 더 편할 듯함. 성심당 지점마다 파는 빵들이 조금씩 다르니 잘 알아보고 갈 것!아침 9시에 방문했을 때도 사람은 많았지만 휠체어가 들어올 수 있도록 옆에 붙어 배려해주시는 직원 모습을 보고 마음이 따뜻해졌음.
2024.04.03.,5.0,
2024.04.02.,5.0,
2024.04.02.,5.0,빵 맛있고 다 좋은데 사람 많은 건 둘째치고결제 줄이 조금 통제 되거나 효율적으로 분리되면 좋겠어요.손님들이 알아서 빈자리 찾아서 앞으로 오셔도 된다 새치기 아니다 라고 계속 방송해주시는데그게 답이 아닌게앞으로 나아갈 수 있는 공간도 아니고빵 쟁반이 나무라서 사람들 움직이면 무조건 스쳐서 니트 같은 옷 재질은 다 뜯겨요.
2024.04.01.,4.0,겁나 맛있는 빵들! 사람은 너무 많아서 줄서기 빡세졌어요.
2024.04.01.,5.0,
2024.03.31.,4.0,사람 진짜 많음빵 사고 나오는 사람들 보면 다들 행복해보임맛은 거슬리는 거 없이 잘 하는 맛.. 뭘 골라도 망하진 않음 여러번 가봤지만 너무 맛있어서 강렬하게 기억에 남는 빵은 아직 없다 그럼에도 불구하고 가격이 정말 저렴해서 가끔 찾게 되는 대전의 대표 빵집매번 새로운 빵을 시도하는 중임지금까지 먹어 본 것 중에 제일 내 입에 맞았던 건 먹물방망이 그리고 튀소 첫입도 좋았음건강빵 종류가 많아서 종종 건강빵 사러 올 거 같음오늘 구매한 깜빠뉴는 겉딱속말랑 아주아주 기본에 충실함 특별한 맛은 아니지만 가성비가 좋다...
2024.03.31.,5.0,안에 사람이 너어어무 많아서 움직이는거조차 불편하지만 너무 맛있는걸 어떡해요😭
2024.03.30.,4.0,"매장안에 질서가 너무 없음,,,근데 빵은 맛있음 가격도 착하고명란바게트 존맛;;"
2024.03.30.,5.0,정신없이 사람은 많아도 맛은 좋아요
2024.03.29.,5.0,굳!!!! 또 와야겠어요 빵 천국
2024.03.28.,1.0,사람 너무 많고 통로길도 없고옷에 다른사람들 집게 기름 묻고중복되는 빵으로 진열…기름쩔어서 맛도 없었음.본점 안갈래요 진짜 실망
2024.03.28.,5.0,주차가능
2024.03.24.,5.0,대전 사람도 가기 힘들다는 성심당뭘 먹어도 다 평타이상유명해지면서 오히려 빵이 더 맛있어진 곳
2024.03.24.,4.0,
2024.03.24.,4.0,
2024.03.24.,5.0,소보로 딸기폭탄케이크최고👍👍👍
2024.03.23.,3.0,
2024.03.21.,5.0,주말에 가니 줄이 길었습니다 딸기 든 빵이 맛나요
2024.03.21.,5.0,이준규 고문님 대전 가시어 빵 500개 대구로 보내주세요
2024.03.19.,1.0,직원들이 점점 더 ㅈㄴ 불친절해짐
2024.03.18.,5.0,정말 레전드......😭😭😭😭😭😭😭😭😭빵집들은 성심당을 닮아라
2024.03.16.,4.0,주말에는 내부로 들어가는 인원을 조정하셔야 할 것 같아요. 안에 사람이 너무 많아서 움직이지도 못하는 상황은 위험해보입니다. 빵이야 맛있고 저렴합니다
2024.03.16.,5.0,시장통에 바빠서 짜증날만한데도 직원분들 다 친절하심성심당은 길게 말할 필요도 없이 최고👍🏻아쉬운건 웨이팅하고도 내가 먹고싶은 빵이 품절돼서 못먹는다는거ㅠ
